id_umkm,nama_usaha,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,aset,omset,marketplace,kapasitas_produksi,status_legalitas,tahun_berdiri,laba,biaya_karyawan,jumlah_pelanggan,RoA,NPM,total_tenaga_kerja,Produktivitas,RPC,Strategi diperlukan
28829479,UD. Wesly Saputra,Jasa,25.0,17.0,9815918.0,39811644.0,Lazada,336.0,Terdaftar,2005.0,29995726.0,126000000.0,336.0,305.58248347225395,75.34410284589102,42.0,8.0,118487.03571428572,Pertahankan kerja keras
28829480,UD. Hanaura Utama,Pendidikan,40.0,95.0,1155155.0,4620731.0,Bukalapak,687.0,Terdaftar,2024.0,3465576.0,405000000.0,687.0,300.00960910007745,75.00060055432787,135.0,5.088888888888889,6725.954876273654,Tingkatkan akses pembiayaan\, Perluas strategi pemasaran
28829481,UD. Dina Gandewa,Pendidikan,66.0,28.0,1278787.0,22068502.0,Bukalapak,45.0,Belum Terdaftar,2009.0,20789715.0,282000000.0,45.0,1625.7371243217203,94.20537470101053,94.0,0.4787234042553192,490411.15555555554,Tingkatkan akses pembiayaan\, Tingkatkan efisiensi kerja\, Daftarkan status legal
28829482,UD. Lutfi Karya,Jasa,29.0,66.0,1542020.0,25572695.0,Website Sendiri,371.0,Belum Terdaftar,2016.0,24030675.0,285000000.0,371.0,1558.3893205016795,93.9700528239202,95.0,3.905263157894737,68929.09703504042,Tingkatkan akses pembiayaan\, Daftarkan status legal
28829483,UD. Uli Resmi,Perdagangan,28.0,34.0,7165064.0,14672001.0,Website Sendiri,449.0,Belum Terdaftar,2007.0,7506937.0,186000000.0,449.0,104.77138794573224,51.16505240150951,62.0,7.241935483870968,32677.06236080178,Daftarkan status legal
28829484,UD. Zera Maheswara,Kesehatan,83.0,14.0,7777104.0,40502576.0,Lazada,32.0,Terdaftar,2003.0,32725472.0,291000000.0,32.0,420.7925212264103,80.79849538458987,97.0,0.3298969072164948,1265705.5,Tingkatkan efisiensi kerja
28829485,UD. Dea Utama Damar,Perdagangan,67.0,50.0,3362680.0,16197791.0,Shopee,229.0,Terdaftar,2019.0,12835111.0,351000000.0,229.0,381.6929056585818,79.23988524114182,117.0,1.9572649572649568,70732.71179039302,Tingkatkan efisiensi kerja
28829486,UD. Wawan Madya,Kesehatan,13.0,49.13843175217812,9690810.0,13184111.0,Bukalapak,37.0,Terdaftar,2007.0,3493301.0,45000000.0,37.0,36.04756465145845,26.49629542712436,62.13843175217812,0.5954447023633332,356327.3243243243,Tingkatkan efisiensi kerja
28829487,UD. Hilmi Bangun,Kesehatan,51.0,20.0,9588945.0,12081645.0,Lazada,554.0,Belum Terdaftar,2023.0,2492700.0,213000000.0,554.0,25.99556051265285,20.63212418507579,71.0,7.802816901408451,21808.023465703973,Perluas strategi pemasaran\, Daftarkan status legal
28829488,UD. Irma Arsana Pasha,Kesehatan,38.0,60.0,9176820.0,1090671.0,Tokopedia,735.0,Terdaftar,2008.0,-8086149.0,294000000.0,735.0,-88.11493523900437,-741.3921338332091,98.0,7.5,1483.9061224489797,Tingkatkan akses pembiayaan\, Perluas strategi pemasaran
28829489,UD. Qory Bintang Oniel,Kesehatan,20.0,2.0,7392970.0,3046781.0,Website Sendiri,560.0,Terdaftar,2023.0,-4346189.0,66000000.0,560.0,-58.78813250966797,-142.6485526856049,22.0,25.454545454545453,5440.680357142857,Tingkatkan akses pembiayaan\, Perluas strategi pemasaran
28829490,UD. Alif Sanjaya Fahmi,Pendidikan,70.0,52.0,9507429.0,30984989.0,Bukalapak,543.0,Terdaftar,2016.0,21477560.0,366000000.0,543.0,225.90292286169057,69.3160162167558,122.0,4.450819672131147,57062.59484346225,Pertahankan kerja keras
28829491,UD. Melati Wiratama Pandu,Jasa,5.0,34.0,6154536.0,7751898.0,Shopee,198.0,Belum Terdaftar,2001.0,1597362.0,117000000.0,198.0,25.954223031598158,20.60607608614045,39.0,5.076923076923077,39151.0,Daftarkan status legal
28829492,UD. Jojo Surapati,Jasa,54.0,49.0,5223369.174638653,41521277.0,Shopee,461.0,Terdaftar,2007.0,36021105.0,309000000.0,461.0,689.614380980297,86.75336502776638,103.0,4.475728155339806,90067.84598698482,Pertahankan kerja keras
28829493,UD. Vincent Setia,Kesehatan,39.0,7.0,7542138.0,9120700.0,Tokopedia,865.0,Terdaftar,2004.0,1578562.0,138000000.0,865.0,20.929900778797737,17.307465435766993,46.0,18.80434782608696,10544.161849710985,Perluas strategi pemasaran
28829494,UD. Ucup Citra,Jasa,69.0,47.0,8448573.0,26953613.0,Website Sendiri,708.0,Belum Terdaftar,2015.0,18505040.0,348000000.0,708.0,219.03154532724045,68.65513725377002,116.0,6.103448275862069,38070.07485875706,Daftarkan status legal
28829495,UD. Fatiah Ilir,Jasa,24.0,2.0,2771647.0,18194291.0,Website Sendiri,513.0,Terdaftar,2014.0,15422644.0,78000000.0,513.0,556.4432988760834,84.76639183137172,26.0,19.73076923076923,35466.45419103314,Pertahankan kerja keras
28829496,UD. Taufan Sahaja,Jasa,3.0,53.0,4561059.0,23560768.0,Lazada,217.0,Belum Terdaftar,2003.0,18999709.0,168000000.0,217.0,416.5635436857975,80.64129743139104,56.0,3.875,108574.96774193548,Daftarkan status legal
28829497,UD. Poppy Pagi,Jasa,88.0,74.0,9329883.0,27975153.0,Tokopedia,251.0,Terdaftar,2017.0,18645270.0,486000000.0,251.0,199.844628276689,66.64939419634274,162.0,1.5493827160493827,111454.79282868524,Tingkatkan efisiensi kerja
28829498,UD. Zulfa Prawira,Pendidikan,81.0,1.0,2999510.0,36293735.0,Shopee,631.0,Terdaftar,2001.0,33294225.0,246000000.0,631.0,1109.988798170368,91.73546067937068,82.0,7.695121951219512,57517.80507131537,Pertahankan kerja keras
28829499,UD. Dina Swargaloka,Pendidikan,33.0,32.0,5722383.0,16385159.0,Shopee,70.0,Belum Terdaftar,2013.0,10662776.0,195000000.0,70.0,186.3345392994492,65.0758164751407,65.0,1.0769230769230769,234073.7,Tingkatkan efisiensi kerja\, Daftarkan status legal
28829500,UD. Utha Nusa,Pendidikan,88.0,71.0,760389.0,40414784.0,Tokopedia,662.0,Belum Terdaftar,2015.0,39654395.0,477000000.0,662.0,5215.014288739053,98.11853751340104,159.0,4.163522012578617,61049.52265861027,Tingkatkan akses pembiayaan\, Daftarkan status legal
28829501,UD. Bayu Senja,Jasa,21.0,11.0,7088755.0,43203725.0,Tokopedia,728.0,Terdaftar,2005.0,36114970.0,96000000.0,728.0,509.4684468570292,83.59225969519989,32.0,22.75,59345.7760989011,Pertahankan kerja keras
28829502,UD. Nando Resmi,Kesehatan,55.0,18.0,2276434.0,1809450.0,Shopee,234.0,Belum Terdaftar,2017.0,-466984.0,219000000.0,234.0,-20.513838749553027,-25.80806322363149,73.0,3.2054794520547945,7732.692307692308,Tingkatkan akses pembiayaan\, Perluas strategi pemasaran\, Daftarkan status legal
28829503,UD. Nazar Bijaksana,Pendidikan,45.0,17.0,1204697.0,12164139.0,Tokopedia,487.0,Belum Terdaftar,2004.0,10959442.0,186000000.0,487.0,909.7260140931704,90.09632329916651,62.0,7.854838709677419,24977.69815195072,Tingkatkan akses pembiayaan\, Perluas strategi pemasaran\, Daftarkan status legal
28829504,UD. Fanny Sundawa,Pendidikan,55.0,49.0,6631224.0,42339596.0,Tokopedia,961.0,Terdaftar,2024.0,20335914.832773924,312000000.0,961.0,306.66909808466613,48.03048860639559,104.0,9.240384615384617,44057.85223725286,Pertahankan kerja keras
28829505,UD. Fanny Reswara,Jasa,77.0,84.0,9938065.0,1099229.0,Website Sendiri,736.0,Belum Terdaftar,2003.0,-8838836.0,483000000.0,736.0,-88.93920496595665,-804.0941423488645,161.0,4.571428571428571,1493.5176630434785,Tingkatkan akses pembiayaan\, Perluas strategi pemasaran\, Daftarkan status legal
28829506,UD. Prananda Panuluh,Perdagangan,74.0,21.0,3171367.0,28956034.0,Tokopedia,883.0,Belum Terdaftar,2010.0,25784667.0,285000000.0,883.0,813.0458253491317,89.04764720196144,95.0,9.294736842105262,32792.79048697622,Daftarkan status legal
28829507,UD. Riyan Berkarya,Pendidikan,26.0,29.0,8229953.0,28766262.0,Shopee,964.0,Terdaftar,2005.0,20536309.0,165000000.0,964.0,249.53130352020236,71.3902591862648,55.0,17.527272727272727,29840.520746887967,Pertahankan kerja keras
28829508,UD. Wahyu Wisnu Yoga,Jasa,89.0,81.0,2233269.0,37961813.0,Bukalapak,827.0,Belum Terdaftar,2019.0,35728544.0,510000000.0,827.0,1599.8316369411834,94.11706442998388,170.0,4.864705882352941,45903.03869407497,Daftarkan status legal
28829509,UD. Ulya Tirta,Perdagangan,34.0,5.0,3895773.0,9408866.0,Shopee,206.0,Belum Terdaftar,2023.0,5513093.0,117000000.0,206.0,141.5147391801319,58.59465954770745,39.0,5.282051282051282,45674.1067961165,Daftarkan status legal
28829510,UD. Alma Kusumajati,Perdagangan,15.0,0.0,7628647.0,37137341.0,Website Sendiri,176.0,Terdaftar,2006.0,29508694.0,45000000.0,176.0,386.814254218343,79.45828431820145,15.0,11.733333333333333,211007.61931818185,Pertahankan kerja keras
28829511,UD. Fajar Resaputra,Perdagangan,19.0,8.0,8791400.0,23025101.0,Tokopedia,491.0,Belum Terdaftar,2013.0,14233701.0,81000000.0,491.0,161.90482744500306,61.81819137297161,27.0,18.185185185185187,46894.29938900204,Daftarkan status legal
28829512,UD. Ilham Jaya,Kesehatan,14.0,51.0,769173.0,43216679.0,Shopee,178.0,Belum Terdaftar,2013.0,42447506.0,195000000.0,178.0,5518.590226125982,98.22019410607648,65.0,2.7384615384615385,242790.33146067412,Tingkatkan akses pembiayaan\, Daftarkan status legal
28829513,UD. Dewi Mandala,Jasa,77.0,79.0,1795048.0,33482860.0,Lazada,386.0,Belum Terdaftar,2016.0,31687812.0,468000000.0,386.0,1765.2905103373282,94.63890480084436,156.0,2.4743589743589745,86743.16062176166,Tingkatkan akses pembiayaan\, Tingkatkan efisiensi kerja\, Daftarkan status legal
28829514,UD. Dani Buana,Perdagangan,71.0,28.0,737598.0,24033685.0,Bukalapak,206.0,Terdaftar,2012.0,23296087.0,297000000.0,206.0,3158.371768903929,96.93098249394548,99.0,2.080808080808081,116668.37378640776,Tingkatkan akses pembiayaan\, Tingkatkan efisiensi kerja
28829515,UD. Rian Maheswara,Pendidikan,23.0,61.0,1764929.0,16671584.0,Shopee,580.0,Terdaftar,2013.0,14906655.0,252000000.0,580.0,844.603663943422,89.41354942637723,84.0,6.904761904761905,28744.110344827583,Tingkatkan akses pembiayaan
28829516,UD. Fani Lestari,Jasa,61.0,28.0,2264429.0,40320971.0,Tokopedia,710.0,Terdaftar,2012.0,38056542.0,267000000.0,710.0,1680.6242103417685,94.3839918934492,89.0,7.977528089887641,56790.1,Pertahankan kerja keras
28829517,UD. Bela Sarwono,Kesehatan,96.0,4.0,3250215.0,9430487.0,Website Sendiri,187.0,Belum Terdaftar,2017.0,6180272.0,300000000.0,187.0,190.1496362548324,65.5350248613884,100.0,1.87,50430.41176470588,Tingkatkan efisiensi kerja\, Daftarkan status legal
28829518,UD. Kurnia Swargaloka,Kesehatan,79.0,82.0,2279682.0,24025348.0,Bukalapak,757.0,Terdaftar,2009.0,21745666.0,483000000.0,757.0,953.8903232994776,90.51134659943322,161.0,4.701863354037267,31737.57992073976,Pertahankan kerja keras
28829519,UD. Ulil Praja Reza,Perdagangan,90.0,21.0,6015989.0,38876616.0,Lazada,192.0,Terdaftar,2006.0,32860627.0,333000000.0,192.0,546.2215273332448,84.5254304026873,111.0,1.7297297297297298,202482.375,Tingkatkan efisiensi kerja
28829520,UD. Lintang Sulaksana,Pendidikan,91.0,48.0,3961490.0,9305793.0,Lazada,397.0,Belum Terdaftar,2015.0,5344303.0,417000000.0,397.0,134.90638623346268,57.42985041683176,139.0,2.856115107913669,23440.284634760705,Perluas strategi pemasaran\, Daftarkan status legal
28829521,UD. Olla Cerah,Jasa,43.0,7.0,2010981.0,2735994.0,Tokopedia,793.0,Terdaftar,2013.0,725013.0,150000000.0,793.0,36.05270263617608,26.499071269893136,50.0,15.86,3450.1815889029003,Tingkatkan akses pembiayaan\, Perluas strategi pemasaran
28829522,UD. Kinan Jaladara,Jasa,13.0,81.0,9815188.0,35988894.0,Lazada,212.0,Belum Terdaftar,2008.0,26173706.0,282000000.0,212.0,266.6653557731141,72.72717522244501,94.0,2.25531914893617,169758.93396226416,Tingkatkan efisiensi kerja\, Daftarkan status legal
28829523,UD. Poppy Madya,Pendidikan,72.0,77.0,6705062.0,23574829.0,Bukalapak,508.0,Terdaftar,2009.0,16869767.0,447000000.0,508.0,251.59747963553505,71.5583854287978,149.0,3.4093959731543624,46407.143700787405,Pertahankan kerja keras
28829524,UD. Vincent Gandewa,Kesehatan,76.0,67.0,7569535.0,12955932.0,Lazada,164.0,Terdaftar,2000.0,5386397.0,429000000.0,164.0,71.15888888815495,41.57475510059793,143.0,1.1468531468531469,78999.58536585367,Tingkatkan efisiensi kerja
28829525,UD. Halimah Nusa Yuli,Jasa,50.0,39.0,4232515.0,2309173.0,Tokopedia,928.0,Terdaftar,2005.0,-1923342.0,267000000.0,928.0,-45.442059862753,-83.29137747583226,89.0,10.426966292134832,2488.332974137931,Tingkatkan akses pembiayaan\, Perluas strategi pemasaran
28829526,UD. Budi Rejo,Jasa,21.0,90.0,9157213.0,31887907.0,Lazada,640.0,Belum Terdaftar,2009.0,22730694.0,333000000.0,640.0,248.22720624714088,71.28311682544734,111.0,5.7657657657657655,49824.8546875,Daftarkan status legal
28829527,UD. Rian Tunggal,Perdagangan,93.0,23.0,6831442.0,11306358.0,Website Sendiri,490.0,Belum Terdaftar,2018.0,4474916.0,348000000.0,490.0,65.50470603424577,39.578757368199376,116.0,4.224137931034483,23074.2,Perluas strategi pemasaran\, Daftarkan status legal
28829528,UD. Yasir Mayang,Jasa,31.0,93.0,2711806.0,12051869.0,Bukalapak,608.0,Terdaftar,2020.0,9340063.0,372000000.0,608.0,344.4222411190181,77.49887590049312,124.0,4.903225806451613,19822.15296052632,Perluas strategi pemasaran
28829529,UD. Jordi Paningrat,Pendidikan,79.0,75.0,3914302.0,44141269.0,Tokopedia,534.0,Terdaftar,2022.0,40226967.0,462000000.0,534.0,1027.6919614276055,91.13233015570984,154.0,3.467532467532468,82661.55243445693,Pertahankan kerja keras
28829530,UD. Salsa Kusen,Perdagangan,24.0,12.0,1782697.0,38189494.0,Tokopedia,643.0,Terdaftar,2001.0,36406797.0,108000000.0,643.0,2042.2313494665664,95.33197009627833,36.0,17.86111111111111,59392.68118195957,Tingkatkan akses pembiayaan
28829531,UD. Verdi Tunggul,Kesehatan,48.0,49.0,3421762.0,42606868.0,Website Sendiri,846.0,Belum Terdaftar,2003.0,39185106.0,291000000.0,846.0,1145.1733346737733,91.96898960045596,97.0,8.721649484536082,50362.7281323877,Daftarkan status legal
28829532,UD. Ucup Berkarya,Perdagangan,22.0,44.0,9046144.0,46468043.0,Tokopedia,489.0,Belum Terdaftar,2010.0,37421899.0,198000000.0,489.0,413.6779051936383,80.53254792761555,66.0,7.409090909090909,95026.67280163598,Daftarkan status legal
28829533,UD. Kurnia Adikara,Kesehatan,36.0,3.0,4637831.0,46219526.0,Shopee,576.0,Terdaftar,2013.0,41581695.0,117000000.0,576.0,896.576330616618,89.96564568836123,39.0,14.76923076923077,80242.23263888889,Pertahankan kerja keras
28829534,UD. Lintang Mandiri,Perdagangan,91.0,89.0,7208193.0,4420376.0,Tokopedia,497.0,Belum Terdaftar,2013.0,-2787817.0,540000000.0,497.0,-38.67567086508366,-63.067417794323376,180.0,2.761111111111111,8894.116700201208,Tingkatkan akses pembiayaan\, Perluas strategi pemasaran\, Daftarkan status legal
28829535,UD. Poppy Cinta,Kesehatan,2.0,62.0,648961.0,4026823.0,Lazada,723.0,Belum Terdaftar,2011.0,3377862.0,192000000.0,723.0,520.5030810788321,83.88404456813721,64.0,11.296875,5569.603042876902,Tingkatkan akses pembiayaan\, Perluas strategi pemasaran\, Daftarkan status legal
28829536,UD. Carissa Tirtayasa,Perdagangan,59.0,64.0,6939136.0,29860896.0,Tokopedia,216.0,Belum Terdaftar,2013.0,22921760.0,369000000.0,216.0,330.3258503652328,76.76179576125244,123.0,1.7560975609756098,138244.88888888888,Tingkatkan efisiensi kerja\, Daftarkan status legal
28829537,UD. Muthia Abadi,Pendidikan,58.0,26.0,5982020.0,35652327.0,Bukalapak,88.0,Terdaftar,2010.0,29670307.0,252000000.0,88.0,495.9914376748992,83.22123546101213,84.0,1.0476190476190477,405140.0795454545,Tingkatkan efisiensi kerja
28829538,UD. Irma Manik,Kesehatan,22.0,86.0,5927934.0,39706866.0,Tokopedia,837.0,Terdaftar,2000.0,33778932.0,324000000.0,837.0,569.8263847067122,85.0707582915257,108.0,7.75,47439.50537634409,Pertahankan kerja keras
28829539,UD. Karim Kinarya,Perdagangan,32.0,62.0,561662.0,48302892.0,Bukalapak,224.0,Belum Terdaftar,2019.0,47741230.0,282000000.0,224.0,8499.992878279107,98.83720833940956,94.0,2.382978723404255,215637.9107142857,Tingkatkan akses pembiayaan\, Tingkatkan efisiensi kerja\, Daftarkan status legal
28829540,UD. Amir Utamaindah,Perdagangan,53.0,10.0,5398045.0,28514069.0,Website Sendiri,438.0,Terdaftar,2018.0,23116024.0,189000000.0,438.0,428.2295534772312,81.06883658028603,63.0,6.9523809523809526,65100.61415525114,Pertahankan kerja keras
28829541,UD. Lidya Bangun,Jasa,38.0,41.0,796613.0,28356280.0,Shopee,323.0,Terdaftar,2002.0,27559667.0,237000000.0,323.0,3459.605479699678,97.1906999084506,79.0,4.0886075949367084,87790.34055727554,Tingkatkan akses pembiayaan
28829542,UD. Pandu Wijaksana,Kesehatan,24.0,84.0,1415575.0,15888108.0,Lazada,329.0,Terdaftar,2000.0,14472533.0,324000000.0,329.0,1022.3783974709924,91.09034883196917,108.0,3.0462962962962963,48292.12158054712,Tingkatkan akses pembiayaan
28829543,UD. Sella Baskara,Jasa,62.0,85.0,3064233.0,4440615.0,Shopee,171.0,Terdaftar,2019.0,1376382.0,441000000.0,171.0,44.917667814425336,30.995301326505448,147.0,1.163265306122449,25968.508771929824,Tingkatkan akses pembiayaan\, Tingkatkan efisiensi kerja\, Perluas strategi pemasaran
28829544,UD. Alif Nirwasita,Pendidikan,88.0,91.0,5335655.0,25556075.975191835,Shopee,653.0,Belum Terdaftar,2003.0,24399376.0,537000000.0,653.0,457.2892362793321,95.4738748768994,179.0,3.64804469273743,39136.4103754852,Daftarkan status legal
28829545,UD. Vera Sejahtera,Jasa,84.0,37.0,2804877.0,30088997.0,Website Sendiri,86.0,Belum Terdaftar,2013.0,27284120.0,363000000.0,86.0,972.7385550239816,90.67806414417868,121.0,0.7107438016528925,349872.0581395349,Tingkatkan efisiensi kerja\, Daftarkan status legal
28829546,UD. Teguh Bintang,Perdagangan,58.0,69.0,5223369.174638653,4101653.0,Tokopedia,486.0,Belum Terdaftar,2007.0,-738798.0,381000000.0,486.0,-14.14408928986164,-18.012201422207095,127.0,3.826771653543307,8439.615226337448,Tingkatkan akses pembiayaan\, Perluas strategi pemasaran\, Daftarkan status legal
28829547,UD. Salwa Kencana,Jasa,30.0,88.0,1553266.0,17352840.0,Shopee,338.0,Belum Terdaftar,2006.0,15799574.0,354000000.0,338.0,1017.1840496090176,91.0489234038924,118.0,2.864406779661017,51339.76331360947,Tingkatkan akses pembiayaan\, Daftarkan status legal
28829548,UD. Carissa Radhitya,Jasa,48.0,61.0,4846395.0,18747667.0,Lazada,78.0,Belum Terdaftar,2019.0,13901272.0,327000000.0,78.0,286.83737087051304,74.14934348897918,109.0,0.7155963302752294,240354.70512820515,Tingkatkan efisiensi kerja\, Daftarkan status legal
28829549,UD. Ucup Cempaka,Kesehatan,93.0,3.0,2628983.0,36264575.0,Bukalapak,917.0,Belum Terdaftar,2016.0,33635592.0,288000000.0,917.0,1279.4145873138016,92.75054788316146,96.0,9.552083333333334,39546.97382769902,Daftarkan status legal
28829550,UD. Ghani Prima,Perdagangan,59.0,33.0,5906068.0,15913138.0,Website Sendiri,747.0,Terdaftar,2023.0,10007070.0,276000000.0,747.0,169.4370941885532,62.885585482888416,92.0,8.119565217391305,21302.72824631861,Perluas strategi pemasaran
28829551,UD. Jibril Utama Qayla,Kesehatan,63.0,25.0,6276897.0,21032157.0,Website Sendiri,701.0,Terdaftar,2011.0,14755260.0,264000000.0,701.0,235.07252070569265,70.15571441388536,88.0,7.965909090909091,30003.07703281027,Pertahankan kerja keras
28829552,UD. Thariq Nirwana Weni,Pendidikan,97.0,53.0,3275121.0,14844275.0,Shopee,785.0,Terdaftar,2016.0,11569154.0,450000000.0,785.0,353.24355955092955,77.93680728765804,150.0,5.233333333333333,18909.904458598725,Perluas strategi pemasaran
28829553,UD. Aldo Wening,Perdagangan,37.0,26.0,5014189.0,5817461.0,Tokopedia,477.0,Belum Terdaftar,2021.0,803272.0,189000000.0,477.0,16.019978504998512,13.80794817532941,63.0,7.571428571428571,12195.93501048218,Perluas strategi pemasaran\, Daftarkan status legal
28829554,UD. Gerry Maheswara,Jasa,70.0,38.0,2064663.0,2280824.0,Shopee,793.0,Belum Terdaftar,2014.0,216161.0,324000000.0,793.0,10.46955362691151,9.477320477160886,108.0,7.342592592592593,2876.196721311476,Tingkatkan akses pembiayaan\, Perluas strategi pemasaran\, Daftarkan status legal
28829555,UD. Obed Cinta,Jasa,90.0,84.0,3951679.0,13032529.0,Bukalapak,481.0,Terdaftar,2002.0,9080850.0,522000000.0,481.0,229.79725832994023,69.678341018846,174.0,2.764367816091954,27094.654885654887,Pertahankan kerja keras
28829556,UD. Hanafi Kinarya,Pendidikan,76.0,20.0,4727252.0,14538840.0,Shopee,157.0,Terdaftar,2015.0,9811588.0,288000000.0,157.0,207.55373312021445,67.48535646585285,96.0,1.6354166666666667,92604.07643312102,Tingkatkan efisiensi kerja
28829557,UD. Hanafi Satya,Perdagangan,92.0,53.0,4658454.0,4504915.0,Tokopedia,849.0,Belum Terdaftar,2005.0,-153539.0,435000000.0,849.0,-3.2959217800583627,-3.4082552057031044,145.0,5.855172413793103,5306.142520612485,Tingkatkan akses pembiayaan\, Perluas strategi pemasaran\, Daftarkan status legal
28829558,UD. Mila Lingga,Kesehatan,86.0,55.0,7330639.0,16842983.0,Website Sendiri,294.0,Terdaftar,2013.0,9512344.0,423000000.0,294.0,129.7614573572645,56.47659918673551,141.0,2.0851063829787235,57289.05782312925,Tingkatkan efisiensi kerja
28829559,UD. Mika Madya,Jasa,7.0,92.0,2557351.0,1225761.0,Lazada,796.0,Terdaftar,2022.0,-1331590.0,297000000.0,796.0,-52.0691137039851,-108.63373855098996,99.0,8.04040404040404,1539.9007537688442,Tingkatkan akses pembiayaan\, Perluas strategi pemasaran
28829560,UD. Prita Persada Delia,Jasa,84.0,97.0,4301290.0,25556075.975191835,Website Sendiri,957.0,Belum Terdaftar,2017.0,30054380.0,543000000.0,957.0,698.7294509321623,117.60170078213426,181.0,5.287292817679558,26704.36361044079,Perluas strategi pemasaran\, Daftarkan status legal
28829561,UD. Putri Cendana,Perdagangan,12.0,62.0,8746031.0,14518425.0,Tokopedia,947.0,Belum Terdaftar,2018.0,5772394.0,222000000.0,947.0,66.00015481308036,39.75909232578603,74.0,12.797297297297296,15330.966209081307,Perluas strategi pemasaran\, Daftarkan status legal
28829562,UD. Yaniar Artha,Pendidikan,25.0,90.0,6485761.0,38996630.0,Website Sendiri,226.0,Terdaftar,2004.0,32510869.0,345000000.0,226.0,501.2652948512904,83.36840644948037,115.0,1.965217391304348,172551.46017699115,Tingkatkan efisiensi kerja
28829563,UD. Hasna Hilir,Kesehatan,9.0,41.0,7633470.0,23420976.0,Shopee,558.0,Terdaftar,2000.0,15787506.0,150000000.0,558.0,206.8195198251909,67.40754954020703,50.0,11.16,41973.07526881721,Pertahankan kerja keras
28829564,UD. Odie Nirbayu,Pendidikan,92.0,25.0,566656.0,49172457.0,Shopee,588.0,Terdaftar,2014.0,48605801.0,351000000.0,588.0,8577.655755873051,98.84761503782494,117.0,5.0256410256410255,83626.62755102041,Tingkatkan akses pembiayaan
28829565,UD. Mega Bintang,Jasa,90.0,68.0,7299353.0,3083544.0,Shopee,136.0,Belum Terdaftar,2018.0,-4215809.0,474000000.0,136.0,-57.75592713491182,-136.7195992662988,158.0,0.8607594936708861,22673.117647058825,Tingkatkan akses pembiayaan\, Tingkatkan efisiensi kerja\, Perluas strategi pemasaran\, Daftarkan status legal
28829566,UD. Pipit Baskara,Pendidikan,55.0,19.0,6955389.0,7912793.0,Shopee,668.0,Belum Terdaftar,2011.0,957404.0,222000000.0,668.0,13.764923859758238,12.099444532417316,74.0,9.027027027027026,11845.498502994013,Perluas strategi pemasaran\, Daftarkan status legal
28829567,UD. Dora Radhitya,Pendidikan,3.0,71.0,3409199.0,26353756.0,Tokopedia,573.0,Terdaftar,2020.0,22944557.0,222000000.0,573.0,673.0189994775899,87.06370735162001,74.0,7.743243243243243,45992.59336823735,Pertahankan kerja keras
28829568,UD. Satria Wira,Jasa,30.0,81.0,1636075.0,27782572.0,Bukalapak,584.0,Terdaftar,2004.0,26146497.0,333000000.0,584.0,1598.1233745396758,94.11114636902587,111.0,5.261261261261262,47572.89726027397,Tingkatkan akses pembiayaan
28829569,UD. Yessi Nirwasita,Perdagangan,16.0,52.0,1862362.0,25556075.975191835,Shopee,363.0,Belum Terdaftar,2016.0,33579169.0,204000000.0,363.0,1803.0419972056989,131.39407251957013,68.0,5.338235294117647,70402.41315479844,Tingkatkan akses pembiayaan\, Daftarkan status legal
28829570,UD. Umi Indah,Jasa,7.0,68.0,8978740.0,45763098.0,Website Sendiri,400.0,Belum Terdaftar,2008.0,36784358.0,225000000.0,400.0,409.6828508231667,80.3799559199423,75.0,5.333333333333333,114407.745,Daftarkan status legal
28829571,UD. Taufik Harapan,Pendidikan,51.0,67.0,2178516.0,26961972.0,Tokopedia,576.0,Belum Terdaftar,2000.0,24783456.0,354000000.0,576.0,1137.6302033127138,91.92004205033668,118.0,4.88135593220339,46808.97916666666,Tingkatkan akses pembiayaan\, Daftarkan status legal
28829572,UD. Qisya Resaputra,Jasa,36.0,4.0,2400004.0,3078826.0,Tokopedia,18.0,Belum Terdaftar,2016.0,678822.0,120000000.0,18.0,28.2842028596619,22.04807936531652,40.0,0.45,171045.88888888888,Tingkatkan akses pembiayaan\, Tingkatkan efisiensi kerja\, Daftarkan status legal
28829573,UD. Baim Prana Tania,Perdagangan,19.0,15.0,5142638.0,6520329.0,Lazada,529.0,Terdaftar,2019.0,1377691.0,102000000.0,529.0,26.789577644780756,21.129163881147715,34.0,15.558823529411764,12325.76370510397,Perluas strategi pemasaran
28829574,UD. Fanny Jayengprana,Kesehatan,46.0,8.0,7551957.0,42649835.0,Shopee,220.0,Belum Terdaftar,2020.0,35097878.0,162000000.0,220.0,464.7520900873774,82.29311555367096,54.0,4.074074074074074,193862.88636363635,Daftarkan status legal
28829575,UD. Rafif Mayang,Pendidikan,73.0,24.0,2122576.0,9587681.0,Website Sendiri,110.0,Terdaftar,2003.0,7465105.0,291000000.0,110.0,351.7002453622391,77.86142446750158,97.0,1.134020618556701,87160.73636363636,Tingkatkan akses pembiayaan\, Tingkatkan efisiensi kerja
28829576,UD. Qamar Madani,Pendidikan,50.0,56.0,3419695.0,35076792.0,Bukalapak,465.0,Terdaftar,2024.0,31657097.0,318000000.0,465.0,925.7286687847892,90.25083308644643,106.0,4.386792452830188,75433.96129032258,Pertahankan kerja keras
